sys_time,dx,dy,dz,stim_state,global_trial_id
4880.0,0.005175,0.0,0.0,1,3
4890.0,0.008979,0.0,0.0,1,3
4900.0,0.005951,0.0,0.0,1,3
4910.0,0.008150,0.0,0.0,1,3
4920.0,0.006870,0.0,0.0,1,3
4930.0,0.005039,0.0,0.0,1,3
4940.0,0.008796,0.0,0.0,1,3
4950.0,0.007232,0.0,0.0,1,3
4960.0,0.006697,0.0,0.0,1,3
4970.0,0.006100,0.0,0.0,1,3
4980.0,0.006477,0.0,0.0,1,3
4990.0,0.007905,0.0,0.0,1,3
0.0,0.000313,0.0,0.0,0,4
10.0,0.003285,0.0,0.0,0,4
20.0,0.004324,0.0,0.0,0,4
30.0,0.005225,0.0,0.0,0,4
40.0,0.006913,0.0,0.0,0,4
50.0,0.007199,0.0,0.0,0,4
60.0,0.007046,0.0,0.0,0,4
70.0,0.009042,0.0,0.0,0,4
80.0,0.007492,0.0,0.0,0,4
90.0,0.011297,0.0,0.0,0,4
100.0,0.012505,0.0,0.0,0,4
110.0,0.010089,0.0,0.0,0,4
120.0,0.011570,0.0,0.0,0,4
130.0,0.010702,0.0,0.0,0,4
140.0,0.012471,0.0,0.0,0,4
150.0,0.012329,0.0,0.0,0,4
160.0,0.011976,0.0,0.0,0,4
170.0,0.011733,0.0,0.0,0,4
180.0,0.011756,0.0,0.0,0,4
190.0,0.012300,0.0,0.0,0,4
200.0,0.011228,0.0,0.0,0,4
210.0,0.012530,0.0,0.0,0,4
220.0,0.010318,0.0,0.0,0,4
230.0,0.013152,0.0,0.0,0,4
240.0,0.011596,0.0,0.0,0,4
250.0,0.012540,0.0,0.0,0,4
260.0,0.012680,0.0,0.0,0,4
270.0,0.008342,0.0,0.0,0,4
280.0,0.013394,0.0,0.0,0,4
290.0,0.011474,0.0,0.0,0,4
300.0,0.012006,0.0,0.0,0,4
310.0,0.011110,0.0,0.0,0,4
320.0,0.012648,0.0,0.0,0,4
330.0,0.010929,0.0,0.0,0,4
340.0,0.011660,0.0,0.0,0,4
350.0,0.012843,0.0,0.0,0,4
360.0,0.007691,0.0,0.0,0,4
370.0,0.011678,0.0,0.0,0,4
380.0,0.010292,0.0,0.0,0,4
390.0,0.011588,0.0,0.0,0,4
400.0,0.012280,0.0,0.0,0,4
410.0,0.011505,0.0,0.0,0,4
420.0,0.012514,0.0,0.0,0,4
430.0,0.010215,0.0,0.0,0,4
440.0,0.011672,0.0,0.0,0,4
450.0,0.012296,0.0,0.0,0,4
460.0,0.006334,0.0,0.0,0,4
470.0,0.012563,0.0,0.0,0,4
480.0,0.011030,0.0,0.0,0,4
490.0,0.012423,0.0,0.0,0,4
500.0,0.012409,0.0,0.0,0,4
510.0,0.010880,0.0,0.0,0,4
520.0,0.013872,0.0,0.0,0,4
530.0,0.011160,0.0,0.0,0,4
540.0,0.012315,0.0,0.0,0,4
550.0,0.010832,0.0,0.0,0,4
560.0,0.012486,0.0,0.0,0,4
570.0,0.011396,0.0,0.0,0,4
580.0,0.012531,0.0,0.0,0,4
590.0,0.011848,0.0,0.0,0,4
600.0,0.013035,0.0,0.0,0,4
610.0,0.011559,0.0,0.0,0,4
620.0,0.011307,0.0,0.0,0,4
630.0,0.011428,0.0,0.0,0,4
640.0,0.011441,0.0,0.0,0,4
650.0,0.012826,0.0,0.0,0,4
660.0,0.008742,0.0,0.0,0,4
670.0,0.013929,0.0,0.0,0,4
680.0,0.011029,0.0,0.0,0,4
690.0,0.012990,0.0,0.0,0,4
700.0,0.010680,0.0,0.0,0,4
710.0,0.011669,0.0,0.0,0,4
720.0,0.012931,0.0,0.0,0,4
730.0,0.007491,0.0,0.0,0,4
740.0,0.011662,0.0,0.0,0,4
750.0,0.010938,0.0,0.0,0,4
760.0,0.011685,0.0,0.0,0,4
770.0,0.011205,0.0,0.0,0,4
780.0,0.012552,0.0,0.0,0,4
790.0,0.012150,0.0,0.0,0,4
800.0,0.011847,0.0,0.0,0,4
810.0,0.011078,0.0,0.0,0,4
820.0,0.010091,0.0,0.0,0,4
830.0,0.009076,0.0,0.0,0,4
840.0,0.010537,0.0,0.0,0,4
850.0,0.010784,0.0,0.0,0,4
860.0,0.011949,0.0,0.0,0,4
870.0,0.009763,0.0,0.0,0,4
880.0,0.013052,0.0,0.0,0,4
890.0,0.009145,0.0,0.0,0,4
900.0,0.011536,0.0,0.0,0,4
910.0,0.011932,0.0,0.0,0,4
920.0,0.007188,0.0,0.0,0,4
930.0,0.013765,0.0,0.0,0,4
940.0,0.010654,0.0,0.0,0,4
950.0,0.011533,0.0,0.0,0,4
960.0,0.012710,0.0,0.0,0,4
970.0,0.010738,0.0,0.0,0,4
980.0,0.011686,0.0,0.0,0,4
990.0,0.008953,0.0,0.0,0,4
1000.0,0.013786,0.0,0.0,0,4
1010.0,0.012639,0.0,0.0,0,4
1020.0,0.011644,0.0,0.0,0,4
1030.0,0.012056,0.0,0.0,0,4
1040.0,0.011095,0.0,0.0,0,4
1050.0,0.011327,0.0,0.0,0,4
1060.0,0.011438,0.0,0.0,0,4
1070.0,0.010033,0.0,0.0,0,4
1080.0,0.014461,0.0,0.0,0,4
1090.0,0.009876,0.0,0.0,0,4
1100.0,0.011717,0.0,0.0,0,4
1110.0,0.011979,0.0,0.0,0,4
1120.0,0.009429,0.0,0.0,0,4
1130.0,0.013096,0.0,0.0,0,4
1140.0,0.009758,0.0,0.0,0,4
1150.0,0.012452,0.0,0.0,0,4
1160.0,0.011291,0.0,0.0,0,4
1170.0,0.012639,0.0,0.0,0,4
1180.0,0.011237,0.0,0.0,0,4
1190.0,0.011643,0.0,0.0,0,4
